ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
MF	GO:0015144	carbohydrate transmembrane transporter activity	37	-0.578925025807697	-1.81082359729458	0.000533330541153706	0.0142309485981113	0.012760282914454	3820	tags=49%, list=10%, signal=44%	6527/66035/57210/26503/148808/56606/51151/115584/358/6517/6514/154091/364/125206/89872/359/6524/6523
BP	GO:0006695	cholesterol biosynthetic process	75	-0.579135132291877	-2.06017811484696	5.58277399908382e-07	6.09955780845847e-05	5.46921259341255e-05	5804	tags=40%, list=16%, signal=34%	57678/407031/1717/4047/32/407032/3638/2224/9619/6721/2222/3156/11160/47/3422/3157/406959/2246/5563/6309/406961/1595/10449/407053/1080/1066/3158/1581/335/116519
CC	GO:0098576	lumenal side of membrane	32	-0.57945735056785	-1.87149259657077	0.00086305941262978	0.0200795155400168	0.0180044427333393	10041	tags=69%, list=28%, signal=50%	4924/3123/3115/3119/3117/84888/821/3106/3122/3118/622/3113/5311/3133/3107/3135/3136/3120/3127/3312/162540/359
BP	GO:0055022	negative regulation of cardiac muscle tissue growth	31	-0.580209036925143	-1.85105168451786	0.0020821894621519	0.037410004003329	0.0335439504698014	2695	tags=23%, list=7%, signal=21%	406977/5465/7048/406978/5950/100126316/406904
BP	GO:0061117	negative regulation of heart growth	31	-0.580209036925143	-1.85105168451786	0.0020821894621519	0.037410004003329	0.0335439504698014	2695	tags=23%, list=7%, signal=21%	406977/5465/7048/406978/5950/100126316/406904
BP	GO:0071827	plasma lipoprotein particle organization	44	-0.581056544143722	-1.83015839758088	0.00010945781260284	0.0046092000775727	0.00413287256247673	1333	tags=23%, list=4%, signal=22%	3990/55937/185/4353/4018/336/335/345/213/116519
BP	GO:0090382	phagosome maturation	44	-0.58124765538732	-1.83076034217796	0.000105650682017121	0.00449571454793906	0.00403111494211585	7707	tags=59%, list=21%, signal=47%	10981/23682/23208/7879/534/339122/529/55647/9114/51606/80208/51552/535/528/527/526/4647/9066/10497/51382/523/50617/245973/525/127124/245972
CC	GO:0005778	peroxisomal membrane	59	-0.582654716831314	-1.99684432157477	6.907855388643e-06	0.000507727371065261	0.000455257416857267	6200	tags=53%, list=17%, signal=44%	8799/5830/84896/59353/8504/5189/5826/5193/252995/5191/5824/50640/8540/3156/55711/3295/91452/8800/51/55825/5825/65084/9066/10901/5827/2180/1610/224/23305/847/11001
CC	GO:0031903	microbody membrane	59	-0.582654716831314	-1.99684432157477	6.907855388643e-06	0.000507727371065261	0.000455257416857267	6200	tags=53%, list=17%, signal=44%	8799/5830/84896/59353/8504/5189/5826/5193/252995/5191/5824/50640/8540/3156/55711/3295/91452/8800/51/55825/5825/65084/9066/10901/5827/2180/1610/224/23305/847/11001
BP	GO:0019835	cytolysis	40	-0.585055216599677	-1.87067458382214	0.000280433540687345	0.00921668770917554	0.00826420964789792	886	tags=18%, list=2%, signal=17%	729/3078/731/732/3080/81494/3273
MF	GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	39	-0.585219080318158	-1.86040541932226	0.000517970478923504	0.0139593044069884	0.0125167111871795	4786	tags=51%, list=13%, signal=45%	51004/2329/4846/56603/1571/1645/57553/2327/1593/1595/10826/2330/6718/4843/2326/1543/1109/284541/1579/1581
MF	GO:0016878	acid-thiol ligase activity	30	-0.585828196247143	-1.87025230931078	0.00188395151618715	0.0345391111300977	0.0309697436256854	5074	tags=50%, list=14%, signal=43%	8801/23205/84532/132949/10998/54988/8802/6296/8803/123876/79611/2180/23305/348158/11001
BP	GO:0046461	neutral lipid catabolic process	43	-0.586864058357426	-1.82692781163383	9.09349494671171e-05	0.0039957014480524	0.00358277458226565	2837	tags=35%, list=8%, signal=32%	6653/2166/8228/3991/11057/57406/3990/1373/2168/2167/13/336/335/345/116519
BP	GO:0046464	acylglycerol catabolic process	43	-0.586864058357426	-1.82692781163383	9.09349494671171e-05	0.0039957014480524	0.00358277458226565	2837	tags=35%, list=8%, signal=32%	6653/2166/8228/3991/11057/57406/3990/1373/2168/2167/13/336/335/345/116519
BP	GO:0071825	protein-lipid complex subunit organization	48	-0.587041999402624	-1.88007192935103	8.44530049849577e-05	0.00385764149888917	0.00345898213102232	1333	tags=23%, list=4%, signal=22%	3990/55937/185/4353/4018/6456/336/335/345/213/116519
BP	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	29	-0.588761788698808	-1.92958915672519	0.0028887190239301	0.0474414971975117	0.0425387613448248	1759	tags=17%, list=5%, signal=16%	9472/55151/79041/196541/406904
BP	GO:0008211	glucocorticoid metabolic process	25	-0.58902657401391	-1.77633737340719	0.00307291228489371	0.0493926358317408	0.0442882639030301	958	tags=24%, list=3%, signal=23%	866/653/3291/1392/335/1586
BP	GO:0051181	cofactor transport	41	-0.589173821473966	-1.86730430155683	0.000140799270826819	0.00543694222887975	0.0048750735449396	4561	tags=39%, list=13%, signal=34%	22/55640/55788/788/10560/9368/113235/6948/80736/284439/81693/8029/4036/153328/3263/3273
BP	GO:0006637	acyl-CoA metabolic process	104	-0.589513426404398	-2.05013992366601	4.55061112994503e-10	1.14974034330018e-07	1.03092298855038e-07	5192	tags=46%, list=14%, signal=40%	284486/32/8801/55066/10157/54704/23205/3155/84532/84869/5166/25874/55711/3295/57546/641372/51660/54988/8802/1738/6296/1737/283927/6785/6622/4967/7923/47/5161/3157/23417/1743/10965/26027/8803/10249/123876/79993/641371/122970/5164/2180/23305/348158/38/134526/3158/570
BP	GO:0035383	thioester metabolic process	104	-0.589513426404398	-2.05013992366601	4.55061112994503e-10	1.14974034330018e-07	1.03092298855038e-07	5192	tags=46%, list=14%, signal=40%	284486/32/8801/55066/10157/54704/23205/3155/84532/84869/5166/25874/55711/3295/57546/641372/51660/54988/8802/1738/6296/1737/283927/6785/6622/4967/7923/47/5161/3157/23417/1743/10965/26027/8803/10249/123876/79993/641371/122970/5164/2180/23305/348158/38/134526/3158/570
BP	GO:0032369	negative regulation of lipid transport	40	-0.589710711352654	-1.88556021420781	0.000241074932531935	0.00812121178966957	0.00728194324713789	3053	tags=30%, list=8%, signal=28%	4790/407019/7057/100126318/693120/255738/407039/1950/406916/64241/336/345
BP	GO:0034198	cellular response to amino acid starvation	42	-0.589877867641367	-1.88902416102653	0.00011176947872027	0.00468215666038021	0.00419828960974364	10466	tags=76%, list=29%, signal=54%	64121/9451/5610/1611/51100/79726/23334/83667/355/27244/84219/10325/1026/144577/81929/4217/143686/10985/5595/9681/10670/2475/8678/55364/1965/467/5599/5594/5587/92196/220441/58528
BP	GO:0098927	vesicle-mediated transport between endosomal compartments	41	-0.591971098754726	-1.87616988198255	0.000134807915173932	0.00533370392903144	0.00478250417722742	9404	tags=63%, list=26%, signal=47%	8724/5604/25930/8898/84067/5595/4478/64400/29911/7879/8678/84079/29934/51652/55823/23317/23011/5289/55614/22853/5594/6653/7430/1601/51361/5962
BP	GO:0009062	fatty acid catabolic process	107	-0.592441149960619	-2.06164005940024	1.10880183670908e-10	4.07484674990588e-08	3.653740789194e-08	4165	tags=46%, list=11%, signal=41%	6342/23600/5191/35/5096/3295/84696/166785/3030/91452/51/55825/283927/10455/3033/2166/3032/3712/5825/23417/2108/5465/8309/3991/11057/1384/549/2110/1374/26275/5106/33/5095/5264/1376/224/34/84830/10449/1962/84129/38/2168/11001/54363/51179/5105/1056/1579
MF	GO:0008395	steroid hydroxylase activity	38	-0.592580227180543	-1.84854122129483	0.00032651797991614	0.0100919933895126	0.00904905881243019	1786	tags=32%, list=5%, signal=30%	1593/51302/1573/1551/1543/1555/1576/1581/1549/1544/1586/1548
BP	GO:0099625	ventricular cardiac muscle cell membrane repolarization	28	-0.593268894782326	-1.90727852530766	0.00158412051218809	0.0303497970166842	0.0272133648476912	3844	tags=29%, list=11%, signal=26%	10142/287/9722/6330/2702/3760/23630/406904
BP	GO:0033344	cholesterol efflux	53	-0.595237233766932	-1.89350627837483	1.44438578149296e-05	0.000912332737763326	0.00081804974318602	1185	tags=26%, list=3%, signal=26%	407019/100126318/158219/693120/55937/407039/1950/406916/64241/5444/336/335/345/116519
MF	GO:0008028	monocarboxylic acid transmembrane transporter activity	51	-0.595263183623267	-1.88773661320404	1.18008414655074e-05	0.000782047567611697	0.000701228603735541	1851	tags=45%, list=5%, signal=43%	9122/347411/6578/200931/634/123264/201232/6540/162515/159963/9194/387700/220963/10991/11001/6555/160728/114571/1109/8647/6554/9390/10599
CC	GO:0032994	protein-lipid complex	39	-0.595743031754906	-1.8938609523766	0.000362891746653276	0.0107079553711377	0.00960136557510992	1333	tags=26%, list=4%, signal=25%	3990/55937/4018/5444/336/350/319/335/345/116519
BP	GO:0015701	bicarbonate transport	42	-0.59625959871851	-1.90946100881352	8.92815501871761e-05	0.00398807366443822	0.00357593507495831	2370	tags=38%, list=6%, signal=36%	57835/10861/8671/3043/5172/83697/358/760/115019/762/1811/1080/6005/759/6521/115111
BP	GO:0048821	erythrocyte development	33	-0.600629055065811	-1.93340704326217	0.00085592804561121	0.0200231502085424	0.0179539023514932	4006	tags=42%, list=11%, signal=38%	669/6886/10365/6722/5926/221395/2039/3050/25893/2623/55553/2038/6005/6521
CC	GO:0034358	plasma lipoprotein particle	37	-0.602137901800872	-1.8834313128634	0.000224531597840052	0.0077522691368368	0.00695112815094815	1333	tags=27%, list=4%, signal=26%	3990/55937/4018/5444/336/350/319/335/345/116519
CC	GO:1990777	lipoprotein particle	37	-0.602137901800872	-1.8834313128634	0.000224531597840052	0.0077522691368368	0.00695112815094815	1333	tags=27%, list=4%, signal=26%	3990/55937/4018/5444/336/350/319/335/345/116519
BP	GO:0045022	early endosome to late endosome transport	38	-0.608785370580862	-1.89909281616496	0.00018779183340397	0.00677259332090277	0.00607269474999933	9404	tags=66%, list=26%, signal=49%	8724/5604/25930/8898/84067/5595/4478/64400/29911/7879/8678/84079/29934/51652/55823/23317/23011/5289/55614/22853/5594/7430/1601/51361/5962
BP	GO:0034453	microtubule anchoring	26	-0.614353865800538	-1.85758226029597	0.0025506617420926	0.043506540474301	0.03901045395912	9324	tags=62%, list=26%, signal=46%	11127/23299/9702/585/9857/51199/22981/11116/5108/9648/123811/23122/1639/57662/80323/399693
BP	GO:0060307	regulation of ventricular cardiac muscle cell membrane repolarization	24	-0.616203928661386	-1.82427294012147	0.00198383687777969	0.0360434183299973	0.032318591548832	3844	tags=29%, list=11%, signal=26%	10142/287/9722/6330/2702/23630/406904
CC	GO:0034364	high-density lipoprotein particle	26	-0.618739081295133	-1.87084155426935	0.00229718326914665	0.0402007072100663	0.036046254669886	1333	tags=35%, list=4%, signal=33%	3990/55937/5444/336/350/319/335/345/116519
CC	GO:0005777	peroxisome	133	-0.619012671024534	-2.23715899621636	1e-10	3.85e-08	3.45213032581454e-08	6200	tags=53%, list=17%, signal=44%	8799/83752/5830/84896/30/59353/8504/5189/3418/5826/26/5193/252995/11215/5289/3155/9665/6342/23600/5191/5824/50640/284273/8540/3156/55711/3295/10247/641372/91452/8800/79594/51/51015/55825/283927/10455/3422/5825/65084/9066/23417/8528/10965/83594/9380/54996/8309/23078/1384/10901/84263/5827/122970/1428/2053/5264/2180/1610/224/23305/847/4843/1962/84129/2168/11001/54363/51179/189/570
CC	GO:0042579	microbody	133	-0.619012671024534	-2.23715899621636	1e-10	3.85e-08	3.45213032581454e-08	6200	tags=53%, list=17%, signal=44%	8799/83752/5830/84896/30/59353/8504/5189/3418/5826/26/5193/252995/11215/5289/3155/9665/6342/23600/5191/5824/50640/284273/8540/3156/55711/3295/10247/641372/91452/8800/79594/51/51015/55825/283927/10455/3422/5825/65084/9066/23417/8528/10965/83594/9380/54996/8309/23078/1384/10901/84263/5827/122970/1428/2053/5264/2180/1610/224/23305/847/4843/1962/84129/2168/11001/54363/51179/189/570
MF	GO:1901567	fatty acid derivative binding	27	-0.619225730407705	-1.91139049784887	0.00134901401088644	0.0273645602992465	0.0245366307692492	4359	tags=44%, list=12%, signal=39%	3155/6342/79777/3030/91452/10455/5468/26027/6809/33/4329/134526
BP	GO:0051004	regulation of lipoprotein lipase activity	23	-0.621826666611097	-1.83008747120542	0.00223094014469644	0.039296625424555	0.0352356032026703	2592	tags=30%, list=7%, signal=28%	338328/5125/27329/3990/350/345/116519
BP	GO:0009065	glutamine family amino acid catabolic process	27	-0.621909994074077	-1.91967612910363	0.0012310686608657	0.0258524418781797	0.0231807788581875	6088	tags=63%, list=17%, signal=52%	2806/2744/137872/27165/8659/4846/2746/58510/384/2747/23576/80150/2805/1610/4843/5625/383
BP	GO:0006730	one-carbon metabolic process	27	-0.625157444376811	-1.92970017259226	0.00108363717021902	0.0238076264163608	0.0213472802954759	4570	tags=59%, list=13%, signal=52%	94081/27430/1719/4524/200895/23382/4522/4144/7298/573971/10588/6470/10841/10840/27232/759
BP	GO:0032528	microvillus organization	24	-0.626517191883683	-1.85480537613118	0.00162078751122018	0.0308330988899181	0.0276467209653831	3147	tags=58%, list=9%, signal=53%	5337/5911/9368/7430/9693/10083/5962/53841/5420/5357/54825/5909/342035/7429
BP	GO:0097066	response to thyroid hormone	26	-0.627544145775968	-1.89746486127671	0.00172685864710735	0.0323936245054823	0.0290459775372531	5792	tags=58%, list=16%, signal=49%	5469/4005/2629/1514/9804/3249/687/2729/2693/5962/2623/10891/3815/2155/6569
MF	GO:0030371	translation repressor activity	26	-0.629500140356514	-1.90337907625332	0.00160012042428436	0.0305838620102578	0.0274232409158801	5967	tags=58%, list=16%, signal=48%	1153/132864/23034/51247/1719/22849/5813/3658/80315/7298/573971/1979/6470/131405/400961
BP	GO:0006063	uronic acid metabolic process	24	-0.629693519892728	-1.8642089014356	0.0015429914120495	0.029734317112369	0.0266614903431156	1948	tags=54%, list=5%, signal=51%	5581/51084/6652/79799/54658/9942/7367/54600/54657/54490/7363/10941/7366
BP	GO:0019585	glucuronate metabolic process	24	-0.629693519892728	-1.8642089014356	0.0015429914120495	0.029734317112369	0.0266614903431156	1948	tags=54%, list=5%, signal=51%	5581/51084/6652/79799/54658/9942/7367/54600/54657/54490/7363/10941/7366
MF	GO:0051287	NAD binding	56	-0.631848925746883	-2.15572577967816	2.83447943576841e-07	3.37011268208641e-05	3.02183589382926e-05	6656	tags=61%, list=18%, signal=50%	4723/23409/216/4190/4720/11162/217/23410/1488/3418/56898/26227/23411/23408/11112/2746/84656/3030/2819/1738/5860/7923/3033/9380/3419/51084/316/6652/219/23530/23171/3248/3291/127
BP	GO:0009074	aromatic amino acid family catabolic process	28	-0.633188021670999	-2.03561306995244	0.000561824822992753	0.0146527538512787	0.0131384976432974	4747	tags=46%, list=13%, signal=40%	125061/23498/883/3176/5860/3081/80150/130013/10841/144193/3034/5053/6898
BP	GO:0002374	cytokine secretion involved in immune response	19	-0.635975250488633	-1.8161969810698	0.00297093867436766	0.0481827053843826	0.0432033710226531	144	tags=26%, list=0%, signal=26%	2150/117854/284/336/335
BP	GO:0072376	protein activation cascade	27	-0.636185899089219	-1.96374217457653	0.000759289258784018	0.0180554519331435	0.0161895514713484	601	tags=22%, list=2%, signal=22%	2155/2160/350/3827/2158/462
BP	GO:0072378	blood coagulation, fibrin clot formation	27	-0.636185899089219	-1.96374217457653	0.000759289258784018	0.0180554519331435	0.0161895514713484	601	tags=22%, list=2%, signal=22%	2155/2160/350/3827/2158/462
BP	GO:0009063	cellular amino acid catabolic process	124	-0.637688775798242	-2.21922362885971	1e-10	3.85e-08	3.45213032581454e-08	4747	tags=53%, list=13%, signal=46%	125061/7263/55258/55556/27165/8659/10157/23498/4846/3155/64087/10993/11112/883/3176/2746/594/501/51449/1036/10247/56922/1629/27034/112817/1738/54511/5860/4967/3712/3081/1743/8528/58510/593/6470/384/2875/2747/36/549/23576/443/7915/26275/1428/80150/2805/130013/10841/1610/64577/4843/5625/144193/18/64902/3034/38/4329/89874/383/5053/189/5009/6898
BP	GO:0046653	tetrahydrofolate metabolic process	19	-0.639189586397385	-1.82537637471623	0.00258258662314271	0.0439583428381239	0.0394155658140363	4508	tags=53%, list=12%, signal=46%	1719/4524/200895/4522/7298/573971/10588/6470/10841/10840
MF	GO:0015248	sterol transporter activity	31	-0.639358122756972	-2.03975611343703	0.00032703800470653	0.0100919933895126	0.00904905881243019	4300	tags=35%, list=12%, signal=31%	9619/114882/1071/23762/5007/114876/54762/64241/336/335/116519
MF	GO:0034593	phosphatidylinositol bisphosphate phosphatase activity	23	-0.643485428592814	-1.89383100468973	0.00110998879066016	0.0241243531518478	0.0216312756119879	11079	tags=87%, list=30%, signal=61%	114971/5728/3633/55529/4952/9896/8776/51763/8898/8897/3631/55613/9107/90809/8821/200576/22908/8867/4534/27124
BP	GO:0034377	plasma lipoprotein particle assembly	27	-0.645578954534483	-1.99273611982494	0.000546491501246773	0.0144809361858124	0.0129844360917475	1185	tags=19%, list=3%, signal=18%	55937/336/335/345/116519
MF	GO:0001223	transcription coactivator binding	23	-0.645897972302829	-1.90093132099089	0.000947269535263737	0.0214528688868552	0.0192358699376717	6527	tags=48%, list=18%, signal=39%	2308/9686/2296/7019/4772/7003/6095/8013/5465/6097/139135
BP	GO:0000423	mitophagy	22	-0.647179806325353	-1.8313418774112	0.00215497127312817	0.0384045415685031	0.0344357097656193	11645	tags=82%, list=32%, signal=56%	57154/9776/7249/57103/10013/5071/8878/27429/22863/55626/8678/54832/10193/10133/84749/9927/55187/65018
BP	GO:0065005	protein-lipid complex assembly	31	-0.649706119134216	-2.07276951879003	0.000207198176652669	0.00728346634016011	0.00653077273504315	1185	tags=19%, list=3%, signal=19%	55937/6456/336/335/345/116519
MF	GO:0016790	thiolester hydrolase activity	36	-0.650856973085166	-1.99728812009507	0.000153196469851391	0.00568323547671319	0.00509591416569003	7818	tags=58%, list=21%, signal=46%	2639/84945/5538/3029/2098/55856/55301/127018/284486/641372/283927/55325/51104/10965/26027/26275/641371/122970/10449/134526/570
BP	GO:1901606	alpha-amino acid catabolic process	105	-0.651412769561432	-2.06002425786927	1e-10	3.85e-08	3.45213032581454e-08	4747	tags=54%, list=13%, signal=47%	125061/55258/27165/8659/10157/23498/4846/3155/64087/10993/11112/883/3176/2746/501/1036/10247/56922/27034/112817/1738/54511/5860/4967/3712/3081/1743/8528/58510/6470/384/2875/2747/549/23576/443/26275/1428/80150/2805/130013/10841/1610/64577/4843/5625/144193/64902/3034/38/4329/89874/383/5053/189/5009/6898
BP	GO:0003081	regulation of systemic arterial blood pressure by renin-angiotensin	25	-0.65204584873585	-1.96638566302977	0.000600700673707194	0.0152246550060272	0.0136512969471092	4386	tags=56%, list=12%, signal=49%	1359/2150/183/4311/2028/2702/5125/185/1215/1511/5972/56670/59272/1066
BP	GO:0042759	long-chain fatty acid biosynthetic process	29	-0.652880053598025	-2.1397283183902	0.000449617750175872	0.012666061011052	0.0113571151493168	3526	tags=38%, list=10%, signal=34%	1571/1558/1565/5354/26027/2053/3248/1543/134526/1576/1544
BP	GO:0008053	mitochondrial fusion	22	-0.653276352897809	-1.84859343708072	0.00184542080220047	0.0339096072404336	0.0304052944132886	8800	tags=68%, list=24%, signal=52%	55669/115209/5071/54927/4976/30968/54332/10493/84749/201164/374986/664/9927/79594/10939
CC	GO:0031306	intrinsic component of mitochondrial outer membrane	21	-0.655882134772054	-1.86313494464746	0.00247190190848284	0.0426126373775773	0.0382089292867721	5783	tags=52%, list=16%, signal=44%	54332/9804/51566/664/387990/84709/9927/79594/55333/65018/1374
BP	GO:0050892	intestinal absorption	38	-0.656601890006656	-2.04825541586557	2.93807329509862e-05	0.00164960573547725	0.00147913090521522	3344	tags=50%, list=9%, signal=45%	51474/113235/3658/48/1645/7430/7421/9414/948/5357/6514/2168/6523/7429/1056/64241/336/335/116519
MF	GO:0070001	aspartic-type peptidase activity	25	-0.65673503050421	-1.98052690757342	0.000510423054075906	0.0138991509610679	0.0124627741651368	1008	tags=24%, list=3%, signal=23%	162540/643847/5972/9476/5304/5225
BP	GO:0045940	positive regulation of steroid metabolic process	30	-0.659384018008481	-2.10507874203229	0.000147024868529049	0.00559109532214414	0.00501329603015418	2060	tags=33%, list=6%, signal=31%	406959/2246/10891/185/407053/1081/1581/336/335/116519
BP	GO:0034367	protein-containing complex remodeling	29	-0.660288730451556	-2.16400928022682	0.000377097658230966	0.0110866711519904	0.00994094381717384	1333	tags=34%, list=4%, signal=33%	3990/55937/185/4353/4018/336/335/345/213/116519
BP	GO:0034368	protein-lipid complex remodeling	28	-0.661984506809502	-2.12818983942753	0.000227246479335847	0.0077522691368368	0.00695112815094815	1333	tags=36%, list=4%, signal=34%	3990/55937/185/4353/4018/336/335/345/213/116519
BP	GO:0034369	plasma lipoprotein particle remodeling	28	-0.661984506809502	-2.12818983942753	0.000227246479335847	0.0077522691368368	0.00695112815094815	1333	tags=36%, list=4%, signal=34%	3990/55937/185/4353/4018/336/335/345/213/116519
BP	GO:0090140	regulation of mitochondrial fission	22	-0.667381919108655	-1.88850833222121	0.00110773289315292	0.0241243531518478	0.0216312756119879	5933	tags=55%, list=16%, signal=46%	64423/55737/23259/664/54471/79594/65084/65018/120892/3791/10891/4137
MF	GO:0034185	apolipoprotein binding	17	-0.667623484763993	-1.81629170929714	0.00271600782766189	0.0451829697256098	0.0405136363636721	1333	tags=41%, list=4%, signal=40%	4023/4040/3990/255738/4137/4018/5340
BP	GO:0098856	intestinal lipid absorption	17	-0.668154969875618	-1.81773763207231	0.00271600782766189	0.0451829697256098	0.0405136363636721	285	tags=35%, list=1%, signal=35%	948/1056/64241/336/335/116519
BP	GO:0006699	bile acid biosynthetic process	36	-0.670787222678537	-2.05844817889367	5.06729531309251e-05	0.00257667186203478	0.0023103914479489	4165	tags=53%, list=11%, signal=47%	23411/6342/23600/9965/10998/3295/9420/5007/114876/8309/1593/51302/6718/407039/11001/1109/8647/1581/570
BP	GO:0050820	positive regulation of coagulation	27	-0.672239412262748	-2.07503009287505	0.000202559870887485	0.00718287963212859	0.00644058093629784	2955	tags=37%, list=8%, signal=34%	2039/7099/7057/22875/948/2155/5340/1361/350/3273
MF	GO:0004190	aspartic-type endopeptidase activity	24	-0.672263247822156	-1.99023666451509	0.000516774950263271	0.0139593044069884	0.0125167111871795	1008	tags=25%, list=3%, signal=24%	162540/643847/5972/9476/5304/5225
BP	GO:0008206	bile acid metabolic process	47	-0.674994132196437	-2.20877292903197	7.82316703919595e-07	7.80867969282707e-05	7.00170908368324e-05	4165	tags=47%, list=11%, signal=42%	6342/23600/9965/10998/3295/57704/9420/1645/5007/114876/8309/1593/51302/6718/3815/407039/11001/1109/8647/1581/570/6822
BP	GO:0090383	phagosome acidification	28	-0.67835504936822	-2.1808188994448	0.000123070402767425	0.00495036918594345	0.00443878430929174	5558	tags=54%, list=15%, signal=45%	529/55647/9114/51606/535/528/527/526/51382/523/50617/245973/525/127124/245972
BP	GO:0007031	peroxisome organization	80	-0.67885372463906	-2.42642104179285	1e-10	3.85e-08	3.45213032581454e-08	7275	tags=61%, list=20%, signal=49%	196743/5192/26061/1891/54469/54677/8799/83752/5830/30/8239/8504/5189/7323/5193/7314/3155/6342/23600/5191/5824/8540/3295/8800/51/55825/283927/10455/5825/65084/23417/8528/111240474/10965/8309/1384/10901/122970/2053/5264/1610/847/4843/1962/11001/54363/51179/189/570
BP	GO:0030194	positive regulation of blood coagulation	26	-0.680640246190658	-2.05800812422615	0.000189314296910826	0.00677259332090277	0.00607269474999933	2955	tags=38%, list=8%, signal=35%	2039/7099/7057/22875/948/2155/5340/1361/350/3273
BP	GO:1900048	positive regulation of hemostasis	26	-0.680640246190658	-2.05800812422615	0.000189314296910826	0.00677259332090277	0.00607269474999933	2955	tags=38%, list=8%, signal=35%	2039/7099/7057/22875/948/2155/5340/1361/350/3273
MF	GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	22	-0.680911841485312	-1.92679431272357	0.000681231448664614	0.0167409004937793	0.0150108494223426	5558	tags=59%, list=15%, signal=50%	529/9114/51606/535/528/527/526/506/51382/523/50617/245973/245972
MF	GO:0046961	proton-transporting ATPase activity, rotational mechanism	22	-0.680911841485312	-1.92679431272357	0.000681231448664614	0.0167409004937793	0.0150108494223426	5558	tags=59%, list=15%, signal=50%	529/9114/51606/535/528/527/526/506/51382/523/50617/245973/245972
BP	GO:0006677	glycosylceramide metabolic process	20	-0.680913236575469	-1.89735238931364	0.00281302512102385	0.0465098325224496	0.0417033774803386	6331	tags=55%, list=17%, signal=45%	5562/5660/2629/2581/8708/57704/256435/7368/79152/7915/57733
BP	GO:0009068	aspartate family amino acid catabolic process	23	-0.681099856440934	-2.00453338661967	0.000413479034290921	0.0118967188336018	0.0106672789254976	4600	tags=57%, list=13%, signal=49%	10157/10993/501/10247/1738/4967/1743/8528/443/1428/80150/2805/89874
BP	GO:0043574	peroxisomal transport	70	-0.683027607492189	-2.39908506118683	1.90043751155634e-10	6.20211872774669e-08	5.56117458294977e-08	7275	tags=64%, list=20%, signal=52%	196743/5192/26061/1891/54469/54677/83752/5830/30/8239/8504/5189/7323/5193/7314/3155/6342/23600/5191/5824/8540/3295/51/55825/283927/10455/5825/23417/8528/10965/8309/1384/10901/122970/2053/5264/1610/847/4843/1962/11001/54363/51179/189/570
BP	GO:0006625	protein targeting to peroxisome	68	-0.684094631693263	-2.44532117066691	3.21135304001846e-10	8.65459644284975e-08	7.7602064514411e-08	7275	tags=65%, list=20%, signal=52%	196743/5192/26061/1891/54469/54677/83752/5830/30/8239/8504/5189/7323/5193/7314/3155/6342/23600/5191/5824/8540/3295/51/55825/283927/10455/23417/8528/10965/8309/1384/10901/122970/2053/5264/1610/847/4843/1962/11001/54363/51179/189/570
BP	GO:0072662	protein localization to peroxisome	68	-0.684094631693263	-2.44532117066691	3.21135304001846e-10	8.65459644284975e-08	7.7602064514411e-08	7275	tags=65%, list=20%, signal=52%	196743/5192/26061/1891/54469/54677/83752/5830/30/8239/8504/5189/7323/5193/7314/3155/6342/23600/5191/5824/8540/3295/51/55825/283927/10455/23417/8528/10965/8309/1384/10901/122970/2053/5264/1610/847/4843/1962/11001/54363/51179/189/570
BP	GO:0072663	establishment of protein localization to peroxisome	68	-0.684094631693263	-2.44532117066691	3.21135304001846e-10	8.65459644284975e-08	7.7602064514411e-08	7275	tags=65%, list=20%, signal=52%	196743/5192/26061/1891/54469/54677/83752/5830/30/8239/8504/5189/7323/5193/7314/3155/6342/23600/5191/5824/8540/3295/51/55825/283927/10455/23417/8528/10965/8309/1384/10901/122970/2053/5264/1610/847/4843/1962/11001/54363/51179/189/570
CC	GO:0042611	MHC protein complex	23	-0.686916617859353	-2.02165259807591	0.000361433631687917	0.0107039960153729	0.00959781539014724	9634	tags=83%, list=26%, signal=61%	3123/3115/3108/3119/3140/3117/3106/3122/3118/3113/3133/3109/567/3107/3135/3136/3120/3127/3111
CC	GO:0033176	proton-transporting V-type ATPase complex	26	-0.68788000918666	-2.07989852983562	0.000152422642599554	0.00568323547671319	0.00509591416569003	5048	tags=50%, list=14%, signal=43%	9114/51606/535/528/527/526/51382/523/50617/245973/525/127124/245972
BP	GO:0070989	oxidative demethylation	19	-0.689505391639563	-1.96906657887233	0.000668157826658373	0.0165707240139047	0.0148582594517153	2962	tags=37%, list=8%, signal=34%	79068/8846/1558/1565/1551/1576/1544
MF	GO:0008308	voltage-gated anion channel activity	17	-0.690846507450821	-1.87947070843887	0.00161952914270487	0.0308330988899181	0.0276467209653831	3686	tags=41%, list=10%, signal=37%	1182/1185/1183/10786/1187/1184/1188
BP	GO:0032372	negative regulation of sterol transport	24	-0.691328134849533	-2.04667829997508	0.000308221345671216	0.0098295729437159	0.00881375762306695	3053	tags=46%, list=8%, signal=42%	4790/407019/100126318/693120/255738/407039/1950/406916/64241/336/345
